index;state;date;country;recovered
22486;no;2020-04-19;Eswatini;8.0
22487;no;2020-04-19;Burma;7.0
22488;Xinjiang;2020-04-19;China;73.0
22489;Yunnan;2020-04-19;China;178.0
22490;Zhejiang;2020-04-19;China;1247.0
22491;no;2020-04-19;Afghanistan;131.0
22492;no;2020-04-19;Albania;314.0
22493;no;2020-04-19;Algeria;1047.0
22494;no;2020-04-19;Andorra;235.0
22495;no;2020-04-19;Angola;6.0
22496;no;2020-04-19;Argentina;709.0
22497;no;2020-04-19;Armenia;545.0
22498;no;2020-04-19;Austria;10501.0
22499;no;2020-04-19;Azerbaijan;712.0
22500;no;2020-04-19;Bahamas;10.0
22501;no;2020-04-19;Bahrain;759.0
22502;no;2020-04-19;Antigua and Barbuda;3.0
22503;no;2020-04-19;Barbados;17.0
22504;no;2020-04-19;Bangladesh;75.0
22505;no;2020-04-19;Bulgaria;161.0
22506;no;2020-04-19;Brunei;115.0
22507;no;2020-04-19;Brazil;22130.0
22508;no;2020-04-19;Botswana;0.0
22509;no;2020-04-19;Bosnia and Herzegovina;347.0
22510;no;2020-04-19;Burkina Faso;338.0
22511;no;2020-04-19;Bhutan;2.0
22512;no;2020-04-19;Benin;18.0
22513;no;2020-04-19;Belize;2.0
22514;no;2020-04-19;Belgium;8757.0
22515;no;2020-04-19;Belarus;494.0
22516;no;2020-04-19;Bolivia;31.0
22517;no;2020-04-20;Malawi;3.0
22518;no;2020-04-20;Madagascar;41.0
22519;no;2020-04-20;MS Zaandam;0.0
22520;no;2020-04-20;Luxembourg;637.0
22521;no;2020-04-20;Lithuania;242.0
22522;no;2020-04-20;Liberia;7.0
22523;no;2020-04-20;Libya;15.0
22524;no;2020-04-20;Lesotho;0.0
22525;no;2020-04-20;Lebanon;103.0
22526;no;2020-04-20;Latvia;88.0
22527;no;2020-04-20;Malaysia;3295.0
22528;no;2020-04-20;Liechtenstein;78.0
22529;no;2020-04-20;Maldives;16.0
22530;no;2020-04-20;New Zealand;974.0
22531;no;2020-04-20;Malta;126.0
22532;no;2020-04-20;Mauritania;6.0
22533;no;2020-04-20;Mauritius;224.0
22534;no;2020-04-20;Mexico;2627.0
22535;no;2020-04-20;Moldova;457.0
22536;no;2020-04-20;Monaco;23.0
22537;no;2020-04-20;Mongolia;7.0
22538;no;2020-04-20;Montenegro;88.0
22539;no;2020-04-20;Morocco;350.0
22540;no;2020-04-20;Mozambique;8.0
22541;no;2020-04-20;Namibia;6.0
22542;no;2020-04-20;Nepal;4.0
22543;no;2020-04-20;Netherlands;0.0
22544;no;2020-04-20;Mali;56.0
22545;no;2020-04-20;Laos;2.0
22546;no;2020-04-20;India;3273.0
22547;no;2020-04-20;Kosovo;102.0
22548;no;2020-04-20;Nicaragua;6.0
22549;no;2020-04-20;Gambia;2.0
22550;no;2020-04-20;Georgia;95.0
22551;no;2020-04-20;Germany;91500.0
22552;no;2020-04-20;Ghana;99.0
22553;no;2020-04-20;Greece;269.0
22554;no;2020-04-20;Grenada;6.0
22555;no;2020-04-20;Guatemala;21.0
22556;no;2020-04-20;Guinea;122.0
22557;no;2020-04-20;Guinea-Bissau;3.0
22558;no;2020-04-20;Guyana;9.0
22559;no;2020-04-20;Haiti;0.0
22560;no;2020-04-20;Holy See;2.0
22561;no;2020-04-20;Honduras;25.0
22562;no;2020-04-20;Hungary;267.0
22563;no;2020-04-20;Iceland;1362.0
22564;no;2020-04-20;Gabon;7.0
22565;no;2020-04-20;Indonesia;747.0
22566;no;2020-04-20;Iran;59273.0
22567;no;2020-04-20;Iraq;1043.0
22568;no;2020-04-20;Ireland;77.0
22569;no;2020-04-20;Israel;4049.0
22570;no;2020-04-20;Italy;48877.0
22571;no;2020-04-20;Jamaica;27.0
22572;no;2020-04-20;Japan;1159.0
22573;no;2020-04-20;Jordan;282.0
22574;no;2020-04-20;Kazakhstan;447.0
22575;no;2020-04-20;Kenya;69.0
22576;no;2020-04-20;Korea, South;8114.0
22577;no;2020-04-20;Kyrgyzstan;201.0
22578;no;2020-04-20;Niger;117.0
22579;no;2020-04-20;South Africa;1055.0
22580;no;2020-04-20;North Macedonia;200.0
22581;no;2020-04-20;Suriname;6.0
22582;no;2020-04-20;Sweden;0.0
22583;no;2020-04-20;Switzerland;18600.0
22584;no;2020-04-20;Syria;5.0
22585;no;2020-04-20;Taiwan*;203.0
22586;no;2020-04-20;Tajikistan;0.0
22587;no;2020-04-20;Tanzania;11.0
22588;no;2020-04-20;Thailand;1999.0
22589;no;2020-04-20;Timor-Leste;1.0
22590;no;2020-04-20;Togo;53.0
22591;no;2020-04-20;Trinidad and Tobago;22.0
22592;no;2020-04-20;Tunisia;148.0
22593;no;2020-04-20;Turkey;13430.0
22594;no;2020-04-20;Sudan;8.0
22595;no;2020-04-20;US;72329.0
22596;no;2020-04-20;Ukraine;359.0
22597;no;2020-04-20;United Arab Emirates;1360.0
22598;no;2020-04-20;United Kingdom;0.0
22599;no;2020-04-20;Uruguay;313.0
22600;no;2020-04-20;Uzbekistan;261.0
22601;no;2020-04-20;Venezuela;117.0
22602;no;2020-04-20;Vietnam;214.0
22603;no;2020-04-20;West Bank and Gaza;71.0
22604;no;2020-04-20;Western Sahara;0.0
22605;no;2020-04-20;Yemen;0.0
22606;no;2020-04-20;Zambia;35.0
22607;no;2020-04-20;Zimbabwe;2.0
22608;no;2020-04-20;France;36782.0
22609;no;2020-04-20;Uganda;38.0
22610;no;2020-04-20;Nigeria;188.0
22611;no;2020-04-20;Sri Lanka;98.0
22612;no;2020-04-20;South Sudan;0.0
22613;no;2020-04-20;Norway;32.0
22614;no;2020-04-20;Oman;238.0
22615;no;2020-04-20;Pakistan;2073.0
22616;no;2020-04-20;Panama;165.0
22617;no;2020-04-20;Papua New Guinea;0.0
22618;no;2020-04-20;Paraguay;46.0
22619;no;2020-04-20;Peru;6968.0
22620;no;2020-04-20;Philippines;613.0
22621;no;2020-04-20;Poland;1133.0
22622;no;2020-04-20;Portugal;610.0
22623;no;2020-04-20;Qatar;555.0
22624;no;2020-04-20;Romania;2017.0
22625;no;2020-04-20;Russia;3446.0
22626;no;2020-04-20;Spain;80587.0
22627;no;2020-04-20;Rwanda;76.0
22628;no;2020-04-20;Saint Lucia;13.0
22629;no;2020-04-20;Saint Vincent and the Grenadines;1.0
22630;no;2020-04-20;San Marino;61.0
22631;no;2020-04-20;Sao Tome and Principe;0.0
22632;no;2020-04-20;Saudi Arabia;1490.0
22633;no;2020-04-20;Senegal;235.0
22634;no;2020-04-20;Serbia;870.0
22635;no;2020-04-20;Seychelles;5.0
22636;no;2020-04-20;Sierra Leone;6.0
22637;no;2020-04-20;Singapore;801.0
22638;no;2020-04-20;Slovakia;251.0
22639;no;2020-04-20;Slovenia;193.0
22640;no;2020-04-20;Somalia;4.0
22641;no;2020-04-20;Saint Kitts and Nevis;0.0
22642;no;2020-04-20;Finland;2000.0
22643;no;2020-04-20;Kuwait;367.0
22644;no;2020-04-20;Ethiopia;16.0
22645;Jiangsu;2020-04-20;China;643.0
22646;Jiangxi;2020-04-20;China;936.0
22647;Jilin;2020-04-20;China;97.0
22648;Liaoning;2020-04-20;China;143.0
22649;Macau;2020-04-20;China;22.0
22650;Martinique;2020-04-20;France;73.0
22651;Mayotte;2020-04-20;France;117.0
22652;Montserrat;2020-04-20;United Kingdom;2.0
22653;New Caledonia;2020-04-20;France;15.0
22654;New South Wales;2020-04-20;Australia;1379.0
22655;Ningxia;2020-04-20;China;75.0
22656;Northern Territory;2020-04-20;Australia;12.0
22657;Qinghai;2020-04-20;China;18.0
22658;Isle of Man;2020-04-20;United Kingdom;200.0
22659;Queensland;2020-04-20;Australia;738.0
22660;Saint Barthelemy;2020-04-20;France;5.0
22661;Saint Pierre and Miquelon;2020-04-20;France;0.0
22662;Shaanxi;2020-04-20;China;252.0
22663;Shandong;2020-04-20;China;765.0
22664;Shanghai;2020-04-20;China;530.0
22665;Shanxi;2020-04-20;China;135.0
22666;Sichuan;2020-04-20;China;554.0
22667;Sint Maarten;2020-04-20;Netherlands;12.0
22668;South Australia;2020-04-20;Australia;369.0
22669;St Martin;2020-04-20;France;19.0
22670;Tasmania;2020-04-20;Australia;71.0
22671;Tianjin;2020-04-20;China;174.0
22672;Tibet;2020-04-20;China;1.0
22673;Reunion;2020-04-20;France;237.0
22674;Turks and Caicos Islands;2020-04-20;United Kingdom;0.0
22675;Inner Mongolia;2020-04-20;China;104.0
22676;Hubei;2020-04-20;China;63511.0
22677;Anhui;2020-04-20;China;984.0
22678;Aruba;2020-04-20;Netherlands;49.0
22679;Australian Capital Territory;2020-04-20;Australia;91.0
22680;Beijing;2020-04-20;China;514.0
22681;Bermuda;2020-04-20;United Kingdom;37.0
22682;Bonaire, Sint Eustatius and Saba;2020-04-20;Netherlands;0.0
22683;British Virgin Islands;2020-04-20;United Kingdom;3.0
22684;Cayman Islands;2020-04-20;United Kingdom;7.0
22685;Channel Islands;2020-04-20;United Kingdom;73.0
22686;Chongqing;2020-04-20;China;570.0
22687;Curacao;2020-04-20;Netherlands;11.0
22688;Falkland Islands (Malvinas);2020-04-20;United Kingdom;3.0
22689;Faroe Islands;2020-04-20;Denmark;176.0
22690;Hunan;2020-04-20;China;1015.0
22691;French Guiana;2020-04-20;France;69.0
22692;Fujian;2020-04-20;China;339.0
22693;Gansu;2020-04-20;China;137.0
22694;Gibraltar;2020-04-20;United Kingdom;120.0
22695;Greenland;2020-04-20;Denmark;11.0
22696;Guadeloupe;2020-04-20;France;73.0
22697;Guangdong;2020-04-20;China;1494.0
22698;Guangxi;2020-04-20;China;252.0
22699;Guizhou;2020-04-20;China;145.0
22700;Hainan;2020-04-20;China;162.0
22701;Hebei;2020-04-20;China;317.0
22702;Heilongjiang;2020-04-20;China;472.0
22703;Henan;2020-04-20;China;1254.0
22704;Hong Kong;2020-04-20;China;630.0
22705;French Polynesia;2020-04-20;France;19.0
22706;Victoria;2020-04-20;Australia;1196.0
22707;Anguilla;2020-04-20;United Kingdom;1.0
22708;Xinjiang;2020-04-20;China;73.0
22709;no;2020-04-20;Cameroon;305.0
22710;no;2020-04-20;Canada;12543.0
22711;no;2020-04-20;Central African Republic;4.0
22712;no;2020-04-20;Chad;8.0
22713;no;2020-04-20;Chile;4676.0
22714;no;2020-04-20;Colombia;804.0
22715;no;2020-04-20;Comoros;0.0
22716;no;2020-04-20;Congo (Brazzaville);16.0
22717;no;2020-04-20;Congo (Kinshasa);27.0
22718;no;2020-04-20;Costa Rica;124.0
22719;no;2020-04-20;Cote d'Ivoire;260.0
22720;no;2020-04-20;Croatia;771.0
22721;no;2020-04-20;Cuba;285.0
22722;no;2020-04-20;Cambodia;107.0
22723;no;2020-04-20;Cyprus;81.0
22724;no;2020-04-20;Denmark;4312.0
22725;no;2020-04-20;Diamond Princess;644.0
22726;no;2020-04-20;Djibouti;102.0
22727;no;2020-04-20;Dominica;8.0
22728;no;2020-04-20;Dominican Republic;416.0
22729;no;2020-04-20;Ecuador;1150.0
22730;no;2020-04-20;Egypt;821.0
22731;no;2020-04-20;El Salvador;46.0
22732;no;2020-04-20;Equatorial Guinea;7.0
22733;no;2020-04-20;Eritrea;3.0
22734;no;2020-04-20;Estonia;165.0
22735;no;2020-04-20;Eswatini;8.0
22736;Western Australia;2020-04-20;Australia;435.0
22737;no;2020-04-20;Czechia;1559.0
22738;no;2020-04-20;Cabo Verde;1.0
22739;no;2020-04-20;Fiji;3.0
22740;no;2020-04-20;Argentina;737.0
22741;Yunnan;2020-04-20;China;178.0
22742;Zhejiang;2020-04-20;China;1249.0
22743;no;2020-04-20;Afghanistan;135.0
22744;no;2020-04-20;Albania;327.0
22745;no;2020-04-20;Algeria;1099.0
22746;no;2020-04-20;Andorra;248.0
22747;no;2020-04-20;Angola;6.0
22748;no;2020-04-20;Antigua and Barbuda;3.0
22749;no;2020-04-20;Burundi;4.0
22750;no;2020-04-20;Armenia;580.0
22751;no;2020-04-20;Austria;10631.0
22752;no;2020-04-20;Azerbaijan;791.0
22753;no;2020-04-20;Bahrain;769.0
22754;no;2020-04-20;Bangladesh;85.0
22755;no;2020-04-20;Bahamas;11.0
22756;no;2020-04-20;Belarus;514.0
22757;no;2020-04-20;Burma;7.0
22758;no;2020-04-20;Burkina Faso;357.0
22759;no;2020-04-20;Bulgaria;167.0
22760;no;2020-04-20;Brunei;116.0
22761;no;2020-04-20;Barbados;19.0
22762;no;2020-04-20;Botswana;0.0
22763;no;2020-04-20;Brazil;22130.0
22764;no;2020-04-20;Bolivia;31.0
22765;no;2020-04-20;Bhutan;2.0
22766;no;2020-04-20;Benin;27.0
22767;no;2020-04-20;Belize;2.0
22768;no;2020-04-20;Belgium;8895.0
22769;no;2020-04-20;Bosnia and Herzegovina;381.0
22770;no;2020-04-21;Lithuania;298.0
22771;no;2020-04-21;Madagascar;44.0
22772;no;2020-04-21;MS Zaandam;0.0
22773;no;2020-04-21;Luxembourg;670.0
22774;no;2020-04-21;Liechtenstein;78.0
22775;no;2020-04-21;Zimbabwe;2.0
22776;no;2020-04-21;Liberia;7.0
22777;no;2020-04-21;Lesotho;0.0
22778;no;2020-04-21;Lebanon;108.0
22779;no;2020-04-21;Latvia;133.0
22780;no;2020-04-21;Laos;2.0
22781;no;2020-04-21;Malawi;3.0
22782;no;2020-04-21;Libya;15.0
22783;no;2020-04-21;Malaysia;3349.0
22784;no;2020-04-21;Nepal;4.0
22785;no;2020-04-21;Mali;57.0
22786;no;2020-04-21;Malta;150.0
22787;no;2020-04-21;Mauritania;6.0
22788;no;2020-04-21;Mauritius;243.0
22789;no;2020-04-21;Mexico;2627.0
22790;no;2020-04-21;Moldova;505.0
22791;no;2020-04-21;Monaco;26.0
22792;no;2020-04-21;Mongolia;8.0
22793;no;2020-04-21;Montenegro;101.0
22794;no;2020-04-21;Morocco;393.0
22795;no;2020-04-21;Mozambique;8.0
22796;no;2020-04-21;Namibia;6.0
22797;no;2020-04-21;Maldives;16.0
22798;no;2020-04-21;Kyrgyzstan;216.0
22799;no;2020-04-21;India;3975.0
22800;no;2020-04-21;Kosovo;123.0
22801;no;2020-04-21;Gabon;16.0
22802;no;2020-04-21;Gambia;2.0
22803;no;2020-04-21;Georgia;97.0
22804;no;2020-04-21;Germany;95200.0
22805;no;2020-04-21;Ghana;99.0
22806;no;2020-04-21;Greece;577.0
22807;no;2020-04-21;Grenada;6.0
22808;no;2020-04-21;Guatemala;24.0
22809;no;2020-04-21;Guinea;127.0
22810;no;2020-04-21;Guinea-Bissau;3.0
22811;no;2020-04-21;Guyana;9.0
22812;no;2020-04-21;Haiti;0.0
22813;no;2020-04-21;Holy See;2.0
22814;no;2020-04-21;Honduras;29.0
22815;no;2020-04-21;Hungary;287.0
22816;no;2020-04-21;Iceland;1417.0
22817;no;2020-04-21;Netherlands;0.0
22818;no;2020-04-21;Indonesia;842.0
22819;no;2020-04-21;Iran;60965.0
22820;no;2020-04-21;Iraq;1096.0
22821;no;2020-04-21;Ireland;9233.0
22822;no;2020-04-21;Israel;4507.0
22823;no;2020-04-21;Italy;51600.0
22824;no;2020-04-21;Jamaica;27.0
22825;no;2020-04-21;Japan;1239.0
22826;no;2020-04-21;Jordan;297.0
22827;no;2020-04-21;Kazakhstan;489.0
22828;no;2020-04-21;Kenya;74.0
22829;no;2020-04-21;Korea, South;8213.0
22830;no;2020-04-21;Kuwait;412.0
22831;no;2020-04-21;New Zealand;1006.0
22832;no;2020-04-21;Romania;2153.0
22833;no;2020-04-21;Niger;127.0
22834;no;2020-04-21;Sudan;8.0
22835;no;2020-04-21;Suriname;6.0
22836;no;2020-04-21;Sweden;0.0
22837;no;2020-04-21;Switzerland;19400.0
22838;no;2020-04-21;Syria;6.0
22839;no;2020-04-21;Taiwan*;217.0
22840;no;2020-04-21;Tajikistan;0.0
22841;no;2020-04-21;Tanzania;11.0
22842;no;2020-04-21;Thailand;2108.0
22843;no;2020-04-21;Timor-Leste;1.0
22844;no;2020-04-21;Togo;56.0
22845;no;2020-04-21;Trinidad and Tobago;28.0
22846;no;2020-04-21;Tunisia;148.0
22847;no;2020-04-21;Sri Lanka;102.0
22848;no;2020-04-21;Turkey;14918.0
22849;no;2020-04-21;Uganda;38.0
22850;no;2020-04-21;Ukraine;367.0
22851;no;2020-04-21;United Arab Emirates;1443.0
22852;no;2020-04-21;United Kingdom;0.0
22853;no;2020-04-21;Uruguay;324.0
22854;no;2020-04-21;Uzbekistan;357.0
22855;no;2020-04-21;Venezuela;117.0
22856;no;2020-04-21;Vietnam;216.0
22857;no;2020-04-21;West Bank and Gaza;71.0
22858;no;2020-04-21;Western Sahara;0.0
22859;no;2020-04-21;Yemen;0.0
22860;no;2020-04-21;Zambia;35.0
22861;no;2020-04-21;France;38543.0
22862;no;2020-04-21;US;75204.0
22863;no;2020-04-21;Nicaragua;7.0
22864;no;2020-04-21;Spain;82514.0
22865;no;2020-04-21;South Africa;1055.0
22866;no;2020-04-21;Nigeria;188.0
22867;no;2020-04-21;North Macedonia;224.0
22868;no;2020-04-21;Norway;32.0
22869;no;2020-04-21;Oman;238.0
22870;no;2020-04-21;Pakistan;2156.0
22871;no;2020-04-21;Panama;204.0
22872;no;2020-04-21;Papua New Guinea;0.0
22873;no;2020-04-21;Paraguay;53.0
22874;no;2020-04-21;Peru;6982.0
22875;no;2020-04-21;Philippines;654.0
22876;no;2020-04-21;Poland;1297.0
22877;no;2020-04-21;Portugal;917.0
22878;no;2020-04-21;Qatar;614.0
22879;no;2020-04-21;South Sudan;0.0
22880;no;2020-04-21;Russia;3873.0
22881;no;2020-04-21;Saint Kitts and Nevis;0.0
22882;no;2020-04-21;Saint Lucia;13.0
22883;no;2020-04-21;Saint Vincent and the Grenadines;2.0
22884;no;2020-04-21;San Marino;62.0
22885;no;2020-04-21;Sao Tome and Principe;0.0
22886;no;2020-04-21;Saudi Arabia;1640.0
22887;no;2020-04-21;Senegal;242.0
22888;no;2020-04-21;Serbia;977.0
22889;no;2020-04-21;Seychelles;5.0
22890;no;2020-04-21;Sierra Leone;6.0
22891;no;2020-04-21;Singapore;839.0
22892;no;2020-04-21;Slovakia;258.0
22893;no;2020-04-21;Slovenia;197.0
22894;no;2020-04-21;Rwanda;84.0
22895;no;2020-04-21;Somalia;4.0
22896;no;2020-04-21;Finland;2000.0
22897;no;2020-04-21;Ethiopia;16.0
22898;Isle of Man;2020-04-21;United Kingdom;209.0
22899;Jiangsu;2020-04-21;China;644.0
22900;Jiangxi;2020-04-21;China;936.0
22901;Jilin;2020-04-21;China;97.0
22902;Liaoning;2020-04-21;China;143.0
22903;Macau;2020-04-21;China;24.0
22904;Martinique;2020-04-21;France;73.0
22905;Mayotte;2020-04-21;France;117.0
22906;Montserrat;2020-04-21;United Kingdom;2.0
22907;New Caledonia;2020-04-21;France;17.0
22908;New South Wales;2020-04-21;Australia;1755.0
22909;Ningxia;2020-04-21;China;75.0
22910;Northern Territory;2020-04-21;Australia;15.0
22911;Hunan;2020-04-21;China;1015.0
22912;Qinghai;2020-04-21;China;18.0
22913;Reunion;2020-04-21;France;238.0
22914;Saint Barthelemy;2020-04-21;France;6.0
22915;Saint Pierre and Miquelon;2020-04-21;France;0.0
22916;Shaanxi;2020-04-21;China;253.0
22917;Shandong;2020-04-21;China;765.0
22918;Shanghai;2020-04-21;China;530.0
22919;Shanxi;2020-04-21;China;140.0
22920;Sichuan;2020-04-21;China;554.0
22921;Sint Maarten;2020-04-21;Netherlands;12.0
22922;South Australia;2020-04-21;Australia;376.0
22923;St Martin;2020-04-21;France;19.0
22924;Tasmania;2020-04-21;Australia;74.0
22925;Tianjin;2020-04-21;China;176.0
22926;Queensland;2020-04-21;Australia;738.0
22927;Tibet;2020-04-21;China;1.0
22928;Hubei;2020-04-21;China;63514.0
22929;Henan;2020-04-21;China;1254.0
22930;no;2020-04-21;Fiji;3.0
22931;Anguilla;2020-04-21;United Kingdom;1.0
22932;Anhui;2020-04-21;China;984.0
22933;Aruba;2020-04-21;Netherlands;51.0
22934;Australian Capital Territory;2020-04-21;Australia;92.0
22935;Beijing;2020-04-21;China;516.0
22936;Bermuda;2020-04-21;United Kingdom;37.0
22937;Bonaire, Sint Eustatius and Saba;2020-04-21;Netherlands;0.0
22938;British Virgin Islands;2020-04-21;United Kingdom;3.0
22939;Cayman Islands;2020-04-21;United Kingdom;7.0
22940;Channel Islands;2020-04-21;United Kingdom;256.0
22941;Chongqing;2020-04-21;China;570.0
22942;Curacao;2020-04-21;Netherlands;11.0
22943;Hong Kong;2020-04-21;China;650.0
22944;Falkland Islands (Malvinas);2020-04-21;United Kingdom;3.0
22945;French Guiana;2020-04-21;France;76.0
22946;French Polynesia;2020-04-21;France;19.0
22947;Fujian;2020-04-21;China;341.0
22948;Gansu;2020-04-21;China;137.0
22949;Gibraltar;2020-04-21;United Kingdom;120.0
22950;Greenland;2020-04-21;Denmark;11.0
22951;Guadeloupe;2020-04-21;France;73.0
22952;Guangdong;2020-04-21;China;1501.0
22953;Guangxi;2020-04-21;China;252.0
22954;Guizhou;2020-04-21;China;145.0
22955;Hainan;2020-04-21;China;162.0
22956;Hebei;2020-04-21;China;317.0
22957;Heilongjiang;2020-04-21;China;475.0
22958;Faroe Islands;2020-04-21;Denmark;178.0
22959;Turks and Caicos Islands;2020-04-21;United Kingdom;0.0
22960;Inner Mongolia;2020-04-21;China;108.0
22961;Western Australia;2020-04-21;Australia;443.0
22962;no;2020-04-21;Cambodia;110.0
22963;no;2020-04-21;Cameroon;329.0
22964;no;2020-04-21;Canada;13188.0
22965;no;2020-04-21;Central African Republic;10.0
22966;no;2020-04-21;Chad;8.0
22967;no;2020-04-21;Chile;4969.0
22968;no;2020-04-21;Colombia;804.0
22969;no;2020-04-21;Comoros;0.0
22970;no;2020-04-21;Congo (Brazzaville);16.0
22971;no;2020-04-21;Congo (Kinshasa);35.0
22972;no;2020-04-21;Costa Rica;150.0
22973;no;2020-04-21;Cote d'Ivoire;303.0
22974;no;2020-04-21;Croatia;801.0
22975;no;2020-04-21;Cabo Verde;1.0
22976;no;2020-04-21;Cuba;309.0
22977;no;2020-04-21;Czechia;1753.0
22978;no;2020-04-21;Denmark;4700.0
22979;no;2020-04-21;Diamond Princess;644.0
22980;no;2020-04-21;Djibouti;112.0
22981;no;2020-04-21;Dominica;8.0
22982;no;2020-04-21;Dominican Republic;463.0
22983;no;2020-04-21;Ecuador;1207.0
22984;no;2020-04-21;Egypt;870.0
22985;no;2020-04-21;El Salvador;48.0
22986;no;2020-04-21;Equatorial Guinea;7.0
22987;no;2020-04-21;Eritrea;6.0
22988;no;2020-04-21;Estonia;169.0
22989;Victoria;2020-04-21;Australia;1202.0
22990;no;2020-04-21;Cyprus;98.0
22991;no;2020-04-21;Burundi;4.0
22992;no;2020-04-21;Eswatini;8.0
22993;no;2020-04-21;Burkina Faso;362.0
22994;no;2020-04-21;Burma;7.0
22995;Yunnan;2020-04-21;China;178.0
22996;Zhejiang;2020-04-21;China;1251.0
22997;no;2020-04-21;Afghanistan;150.0
22998;no;2020-04-21;Albania;345.0
22999;no;2020-04-21;Algeria;1152.0
23000;no;2020-04-21;Andorra;282.0
23001;no;2020-04-21;Angola;6.0
23002;no;2020-04-21;Antigua and Barbuda;7.0
23003;no;2020-04-21;Argentina;840.0
23004;no;2020-04-21;Armenia;609.0
23005;no;2020-04-21;Austria;10971.0
23006;no;2020-04-21;Azerbaijan;865.0
23007;no;2020-04-21;Bahamas;12.0
23008;Xinjiang;2020-04-21;China;73.0
23009;no;2020-04-21;Bangladesh;87.0
23010;no;2020-04-21;Bulgaria;170.0
23011;no;2020-04-21;Brunei;116.0
23012;no;2020-04-21;Brazil;22991.0
23013;no;2020-04-21;Bahrain;784.0
23014;no;2020-04-21;Bosnia and Herzegovina;437.0
23015;no;2020-04-21;Bolivia;37.0
23016;no;2020-04-21;Botswana;0.0
23017;no;2020-04-21;Benin;27.0
23018;no;2020-04-21;Belize;2.0
23019;no;2020-04-21;Belgium;9002.0
23020;no;2020-04-21;Belarus;577.0
23021;no;2020-04-21;Barbados;25.0
23022;no;2020-04-21;Bhutan;2.0
23023;no;2020-04-22;Malaysia;3452.0
23024;no;2020-04-22;Malawi;3.0
23025;no;2020-04-22;Madagascar;52.0
23026;no;2020-04-22;MS Zaandam;0.0
23027;no;2020-04-22;Luxembourg;711.0
23028;no;2020-04-22;Latvia;133.0
23029;no;2020-04-22;Liechtenstein;79.0
23030;no;2020-04-22;Libya;15.0
23031;no;2020-04-22;Liberia;20.0
23032;no;2020-04-22;Lesotho;0.0
23033;no;2020-04-22;Lebanon;113.0
23034;no;2020-04-22;New Zealand;1036.0
23035;no;2020-04-22;Lithuania;357.0
23036;no;2020-04-22;Maldives;16.0
23037;no;2020-04-22;Monaco;26.0
23038;no;2020-04-22;Malta;165.0
23039;no;2020-04-22;Mauritania;6.0
23040;no;2020-04-22;Mauritius;261.0
23041;no;2020-04-22;Mexico;2627.0
23042;no;2020-04-22;Moldova;560.0
23043;no;2020-04-22;Mongolia;8.0
23044;no;2020-04-22;Montenegro;116.0
23045;no;2020-04-22;Morocco;417.0
23046;no;2020-04-22;Mozambique;8.0
23047;no;2020-04-22;Namibia;6.0
23048;no;2020-04-22;Nepal;7.0
23049;no;2020-04-22;Netherlands;0.0
23050;no;2020-04-22;Laos;4.0
23051;no;2020-04-22;Mali;73.0
23052;no;2020-04-22;Kyrgyzstan;254.0
23053;no;2020-04-22;India;4370.0
23054;no;2020-04-22;Kosovo;128.0
23055;no;2020-04-22;Nicaragua;7.0
23056;no;2020-04-22;Gambia;2.0
23057;no;2020-04-22;Georgia;107.0
23058;no;2020-04-22;Germany;99400.0
23059;no;2020-04-22;Ghana;99.0
23060;no;2020-04-22;Greece;577.0
23061;no;2020-04-22;Grenada;6.0
23062;no;2020-04-22;Guatemala;24.0
23063;no;2020-04-22;Guinea;164.0
23064;no;2020-04-22;Guinea-Bissau;3.0
23065;no;2020-04-22;Guyana;9.0
23066;no;2020-04-22;Haiti;2.0
23067;no;2020-04-22;Holy See;2.0
23068;no;2020-04-22;Kuwait;443.0
23069;no;2020-04-22;Honduras;30.0
23070;no;2020-04-22;Iceland;1462.0
23071;no;2020-04-22;Indonesia;913.0
23072;no;2020-04-22;Iran;63113.0
23073;no;2020-04-22;Iraq;1146.0
23074;no;2020-04-22;Ireland;9233.0
23075;no;2020-04-22;Israel;5215.0
23076;no;2020-04-22;Italy;54543.0
23077;no;2020-04-22;Jamaica;27.0
23078;no;2020-04-22;Japan;1356.0
23079;no;2020-04-22;Jordan;315.0
23080;no;2020-04-22;Kazakhstan;515.0
23081;no;2020-04-22;Kenya;74.0
23082;no;2020-04-22;Korea, South;8277.0
23083;no;2020-04-22;Hungary;295.0
23084;no;2020-04-22;Niger;193.0
23085;no;2020-04-22;Gabon;24.0
23086;no;2020-04-22;North Macedonia;272.0
23087;no;2020-04-22;Sudan;12.0
23088;no;2020-04-22;Suriname;6.0
23089;no;2020-04-22;Sweden;0.0
23090;no;2020-04-22;Switzerland;19900.0
23091;no;2020-04-22;Syria;6.0
23092;no;2020-04-22;Taiwan*;236.0
23093;no;2020-04-22;Tajikistan;0.0
23094;no;2020-04-22;Tanzania;11.0
23095;no;2020-04-22;Thailand;2352.0
23096;no;2020-04-22;Timor-Leste;1.0
23097;no;2020-04-22;Togo;56.0
23098;no;2020-04-22;Trinidad and Tobago;37.0
23099;no;2020-04-22;Tunisia;190.0
23100;no;2020-04-22;Sri Lanka;105.0
23101;no;2020-04-22;Turkey;16477.0
23102;no;2020-04-22;Uganda;45.0
23103;no;2020-04-22;Ukraine;424.0
23104;no;2020-04-22;United Arab Emirates;1546.0
23105;no;2020-04-22;United Kingdom;0.0
23106;no;2020-04-22;Uruguay;337.0
