index;state;date;country;recovered
5096;no;2020-02-11;Greece;0.0
5097;no;2020-02-11;Grenada;0.0
5098;no;2020-02-11;Guatemala;0.0
5099;no;2020-02-11;Guinea;0.0
5100;no;2020-02-11;Guinea-Bissau;0.0
5101;no;2020-02-11;Guyana;0.0
5102;no;2020-02-11;Haiti;0.0
5103;no;2020-02-11;Holy See;0.0
5104;no;2020-02-11;Honduras;0.0
5105;no;2020-02-11;Hungary;0.0
5106;no;2020-02-11;Iceland;0.0
5107;no;2020-02-11;India;0.0
5108;no;2020-02-11;Indonesia;0.0
5109;no;2020-02-11;Iran;0.0
5110;no;2020-02-11;Iraq;0.0
5111;no;2020-02-11;Ireland;0.0
5112;no;2020-02-11;Israel;0.0
5113;no;2020-02-11;Italy;0.0
5114;no;2020-02-11;Jamaica;0.0
5115;no;2020-02-11;Japan;9.0
5116;no;2020-02-11;Jordan;0.0
5117;no;2020-02-11;Kazakhstan;0.0
5118;no;2020-02-11;Kenya;0.0
5119;no;2020-02-11;Korea, South;3.0
5120;no;2020-02-11;Kuwait;0.0
5121;no;2020-02-11;Nicaragua;0.0
5122;no;2020-02-11;Somalia;0.0
5123;no;2020-02-11;Nigeria;0.0
5124;no;2020-02-11;Sudan;0.0
5125;no;2020-02-11;Suriname;0.0
5126;no;2020-02-11;Sweden;0.0
5127;no;2020-02-11;Switzerland;0.0
5128;no;2020-02-11;Syria;0.0
5129;no;2020-02-11;Taiwan*;1.0
5130;no;2020-02-11;Tajikistan;0.0
5131;no;2020-02-11;Tanzania;0.0
5132;no;2020-02-11;Thailand;10.0
5133;no;2020-02-11;Timor-Leste;0.0
5134;no;2020-02-11;Togo;0.0
5135;no;2020-02-11;Trinidad and Tobago;0.0
5136;no;2020-02-11;Tunisia;0.0
5137;no;2020-02-11;Sri Lanka;1.0
5138;no;2020-02-11;Turkey;0.0
5139;no;2020-02-11;Uganda;0.0
5140;no;2020-02-11;Ukraine;0.0
5141;no;2020-02-11;United Arab Emirates;0.0
5142;no;2020-02-11;United Kingdom;0.0
5143;no;2020-02-11;Uruguay;0.0
5144;no;2020-02-11;Uzbekistan;0.0
5145;no;2020-02-11;Venezuela;0.0
5146;no;2020-02-11;Vietnam;6.0
5147;no;2020-02-11;West Bank and Gaza;0.0
5148;no;2020-02-11;Western Sahara;0.0
5149;no;2020-02-11;Yemen;0.0
5150;no;2020-02-11;Zambia;0.0
5151;no;2020-02-11;France;0.0
5152;no;2020-02-11;US;3.0
5153;no;2020-02-11;Niger;0.0
5154;no;2020-02-11;Spain;0.0
5155;no;2020-02-11;South Africa;0.0
5156;no;2020-02-11;North Macedonia;0.0
5157;no;2020-02-11;Norway;0.0
5158;no;2020-02-11;Oman;0.0
5159;no;2020-02-11;Pakistan;0.0
5160;no;2020-02-11;Panama;0.0
5161;no;2020-02-11;Papua New Guinea;0.0
5162;no;2020-02-11;Paraguay;0.0
5163;no;2020-02-11;Peru;0.0
5164;no;2020-02-11;Philippines;0.0
5165;no;2020-02-11;Poland;0.0
5166;no;2020-02-11;Portugal;0.0
5167;no;2020-02-11;Qatar;0.0
5168;no;2020-02-11;Romania;0.0
5169;no;2020-02-11;South Sudan;0.0
5170;no;2020-02-11;Russia;0.0
5171;no;2020-02-11;Saint Kitts and Nevis;0.0
5172;no;2020-02-11;Saint Lucia;0.0
5173;no;2020-02-11;Saint Vincent and the Grenadines;0.0
5174;no;2020-02-11;San Marino;0.0
5175;no;2020-02-11;Sao Tome and Principe;0.0
5176;no;2020-02-11;Saudi Arabia;0.0
5177;no;2020-02-11;Senegal;0.0
5178;no;2020-02-11;Serbia;0.0
5179;no;2020-02-11;Seychelles;0.0
5180;no;2020-02-11;Sierra Leone;0.0
5181;no;2020-02-11;Singapore;9.0
5182;no;2020-02-11;Slovakia;0.0
5183;no;2020-02-11;Slovenia;0.0
5184;no;2020-02-11;Rwanda;0.0
5185;no;2020-02-11;Zimbabwe;0.0
5186;no;2020-02-11;Finland;0.0
5187;no;2020-02-11;Ethiopia;0.0
5188;Isle of Man;2020-02-11;United Kingdom;0.0
5189;Jiangsu;2020-02-11;China;93.0
5190;Jiangxi;2020-02-11;China;128.0
5191;Jilin;2020-02-11;China;18.0
5192;Liaoning;2020-02-11;China;19.0
5193;Macau;2020-02-11;China;1.0
5194;Martinique;2020-02-11;France;0.0
5195;Mayotte;2020-02-11;France;0.0
5196;Montserrat;2020-02-11;United Kingdom;0.0
5197;New Caledonia;2020-02-11;France;0.0
5198;New South Wales;2020-02-11;Australia;2.0
5199;Ningxia;2020-02-11;China;22.0
5200;Northern Territory;2020-02-11;Australia;0.0
5201;Hunan;2020-02-11;China;247.0
5202;Qinghai;2020-02-11;China;5.0
5203;Reunion;2020-02-11;France;0.0
5204;Saint Barthelemy;2020-02-11;France;0.0
5205;Saint Pierre and Miquelon;2020-02-11;France;0.0
5206;Shaanxi;2020-02-11;China;32.0
5207;Shandong;2020-02-11;China;80.0
5208;Shanghai;2020-02-11;China;52.0
5209;Shanxi;2020-02-11;China;30.0
5210;Sichuan;2020-02-11;China;85.0
5211;Sint Maarten;2020-02-11;Netherlands;0.0
5212;South Australia;2020-02-11;Australia;0.0
5213;St Martin;2020-02-11;France;0.0
5214;Tasmania;2020-02-11;Australia;0.0
5215;Tianjin;2020-02-11;China;10.0
5216;Queensland;2020-02-11;Australia;0.0
5217;Tibet;2020-02-11;China;0.0
5218;Hubei;2020-02-11;China;2639.0
5219;Henan;2020-02-11;China;218.0
5220;no;2020-02-11;Fiji;0.0
5221;Anguilla;2020-02-11;United Kingdom;0.0
5222;Anhui;2020-02-11;China;105.0
5223;Aruba;2020-02-11;Netherlands;0.0
5224;Australian Capital Territory;2020-02-11;Australia;0.0
5225;Beijing;2020-02-11;China;48.0
5226;Bermuda;2020-02-11;United Kingdom;0.0
5227;Bonaire, Sint Eustatius and Saba;2020-02-11;Netherlands;0.0
5228;British Virgin Islands;2020-02-11;United Kingdom;0.0
5229;Cayman Islands;2020-02-11;United Kingdom;0.0
5230;Channel Islands;2020-02-11;United Kingdom;0.0
5231;Chongqing;2020-02-11;China;79.0
5232;Curacao;2020-02-11;Netherlands;0.0
5233;Hong Kong;2020-02-11;China;0.0
5234;Falkland Islands (Malvinas);2020-02-11;United Kingdom;0.0
5235;French Guiana;2020-02-11;France;0.0
5236;French Polynesia;2020-02-11;France;0.0
5237;Fujian;2020-02-11;China;45.0
5238;Gansu;2020-02-11;China;24.0
5239;Gibraltar;2020-02-11;United Kingdom;0.0
5240;Greenland;2020-02-11;Denmark;0.0
5241;Guadeloupe;2020-02-11;France;0.0
5242;Guangdong;2020-02-11;China;212.0
5243;Guangxi;2020-02-11;China;33.0
5244;Guizhou;2020-02-11;China;17.0
5245;Hainan;2020-02-11;China;20.0
5246;Hebei;2020-02-11;China;48.0
5247;Heilongjiang;2020-02-11;China;28.0
5248;Faroe Islands;2020-02-11;Denmark;0.0
5249;Turks and Caicos Islands;2020-02-11;United Kingdom;0.0
5250;Inner Mongolia;2020-02-11;China;5.0
5251;Western Australia;2020-02-11;Australia;0.0
5252;no;2020-02-11;Cambodia;0.0
5253;no;2020-02-11;Cameroon;0.0
5254;no;2020-02-11;Canada;0.0
5255;no;2020-02-11;Central African Republic;0.0
5256;no;2020-02-11;Chad;0.0
5257;no;2020-02-11;Chile;0.0
5258;no;2020-02-11;Colombia;0.0
5259;no;2020-02-11;Comoros;0.0
5260;no;2020-02-11;Congo (Brazzaville);0.0
5261;no;2020-02-11;Congo (Kinshasa);0.0
5262;no;2020-02-11;Costa Rica;0.0
5263;no;2020-02-11;Cote d'Ivoire;0.0
5264;no;2020-02-11;Croatia;0.0
5265;no;2020-02-11;Cabo Verde;0.0
5266;no;2020-02-11;Cuba;0.0
5267;no;2020-02-11;Czechia;0.0
5268;no;2020-02-11;Denmark;0.0
5269;no;2020-02-11;Diamond Princess;0.0
5270;no;2020-02-11;Djibouti;0.0
5271;no;2020-02-11;Dominica;0.0
5272;no;2020-02-11;Dominican Republic;0.0
5273;no;2020-02-11;Ecuador;0.0
5274;no;2020-02-11;Egypt;0.0
5275;no;2020-02-11;El Salvador;0.0
5276;no;2020-02-11;Equatorial Guinea;0.0
5277;no;2020-02-11;Eritrea;0.0
5278;no;2020-02-11;Estonia;0.0
5279;Victoria;2020-02-11;Australia;0.0
5280;no;2020-02-11;Cyprus;0.0
5281;no;2020-02-11;Burundi;0.0
5282;no;2020-02-11;Eswatini;0.0
5283;no;2020-02-11;Burkina Faso;0.0
5284;no;2020-02-11;Burma;0.0
5285;Yunnan;2020-02-11;China;20.0
5286;Zhejiang;2020-02-11;China;270.0
5287;no;2020-02-11;Afghanistan;0.0
5288;no;2020-02-11;Albania;0.0
5289;no;2020-02-11;Algeria;0.0
5290;no;2020-02-11;Andorra;0.0
5291;no;2020-02-11;Angola;0.0
5292;no;2020-02-11;Antigua and Barbuda;0.0
5293;no;2020-02-11;Argentina;0.0
5294;no;2020-02-11;Armenia;0.0
5295;no;2020-02-11;Austria;0.0
5296;no;2020-02-11;Azerbaijan;0.0
5297;no;2020-02-11;Bahamas;0.0
5298;Xinjiang;2020-02-11;China;3.0
5299;no;2020-02-11;Bangladesh;0.0
5300;no;2020-02-11;Bulgaria;0.0
5301;no;2020-02-11;Brunei;0.0
5302;no;2020-02-11;Brazil;0.0
5303;no;2020-02-11;Bahrain;0.0
5304;no;2020-02-11;Bosnia and Herzegovina;0.0
5305;no;2020-02-11;Bolivia;0.0
5306;no;2020-02-11;Botswana;0.0
5307;no;2020-02-11;Benin;0.0
5308;no;2020-02-11;Belize;0.0
5309;no;2020-02-11;Belgium;0.0
5310;no;2020-02-11;Belarus;0.0
5311;no;2020-02-11;Barbados;0.0
5312;no;2020-02-11;Bhutan;0.0
5313;no;2020-02-12;Malawi;0.0
5314;no;2020-02-12;Madagascar;0.0
5315;no;2020-02-12;MS Zaandam;0.0
5316;no;2020-02-12;Luxembourg;0.0
5317;no;2020-02-12;Lithuania;0.0
5318;no;2020-02-12;Laos;0.0
5319;no;2020-02-12;Libya;0.0
5320;no;2020-02-12;Liberia;0.0
5321;no;2020-02-12;Lesotho;0.0
5322;no;2020-02-12;Lebanon;0.0
5323;no;2020-02-12;Latvia;0.0
5324;no;2020-02-12;Netherlands;0.0
5325;no;2020-02-12;Liechtenstein;0.0
5326;no;2020-02-12;Malaysia;3.0
5327;no;2020-02-12;Moldova;0.0
5328;no;2020-02-12;Mali;0.0
5329;no;2020-02-12;Malta;0.0
5330;no;2020-02-12;Mauritania;0.0
5331;no;2020-02-12;Mauritius;0.0
5332;no;2020-02-12;Mexico;0.0
5333;no;2020-02-12;Monaco;0.0
5334;no;2020-02-12;Mongolia;0.0
5335;no;2020-02-12;Montenegro;0.0
5336;no;2020-02-12;Morocco;0.0
5337;no;2020-02-12;Mozambique;0.0
5338;no;2020-02-12;Namibia;0.0
5339;no;2020-02-12;Nepal;1.0
5340;no;2020-02-12;Kyrgyzstan;0.0
5341;no;2020-02-12;Maldives;0.0
5342;no;2020-02-12;Kuwait;0.0
5343;no;2020-02-12;Iceland;0.0
5344;no;2020-02-12;Korea, South;7.0
5345;no;2020-02-12;New Zealand;0.0
5346;no;2020-02-12;Gabon;0.0
5347;no;2020-02-12;Gambia;0.0
5348;no;2020-02-12;Georgia;0.0
5349;no;2020-02-12;Germany;0.0
5350;no;2020-02-12;Ghana;0.0
5351;no;2020-02-12;Greece;0.0
5352;no;2020-02-12;Grenada;0.0
5353;no;2020-02-12;Guatemala;0.0
5354;no;2020-02-12;Guinea;0.0
5355;no;2020-02-12;Guinea-Bissau;0.0
5356;no;2020-02-12;Guyana;0.0
5357;no;2020-02-12;Haiti;0.0
5358;no;2020-02-12;Kosovo;0.0
5359;no;2020-02-12;Holy See;0.0
5360;no;2020-02-12;Hungary;0.0
5361;no;2020-02-12;India;0.0
5362;no;2020-02-12;Indonesia;0.0
5363;no;2020-02-12;Iran;0.0
5364;no;2020-02-12;Iraq;0.0
5365;no;2020-02-12;Ireland;0.0
5366;no;2020-02-12;Israel;0.0
5367;no;2020-02-12;Italy;0.0
5368;no;2020-02-12;Jamaica;0.0
5369;no;2020-02-12;Japan;9.0
5370;no;2020-02-12;Jordan;0.0
5371;no;2020-02-12;Kazakhstan;0.0
5372;no;2020-02-12;Kenya;0.0
5373;no;2020-02-12;Honduras;0.0
5374;no;2020-02-12;Nicaragua;0.0
5375;no;2020-02-12;France;2.0
5376;no;2020-02-12;Nigeria;0.0
5377;no;2020-02-12;Sri Lanka;1.0
5378;no;2020-02-12;Sudan;0.0
5379;no;2020-02-12;Suriname;0.0
5380;no;2020-02-12;Sweden;0.0
5381;no;2020-02-12;Switzerland;0.0
5382;no;2020-02-12;Syria;0.0
5383;no;2020-02-12;Taiwan*;1.0
5384;no;2020-02-12;Tajikistan;0.0
5385;no;2020-02-12;Tanzania;0.0
5386;no;2020-02-12;Thailand;10.0
5387;no;2020-02-12;Timor-Leste;0.0
5388;no;2020-02-12;Togo;0.0
5389;no;2020-02-12;Trinidad and Tobago;0.0
5390;no;2020-02-12;Spain;0.0
5391;no;2020-02-12;Tunisia;0.0
5392;no;2020-02-12;US;3.0
5393;no;2020-02-12;Uganda;0.0
5394;no;2020-02-12;Ukraine;0.0
5395;no;2020-02-12;United Arab Emirates;1.0
5396;no;2020-02-12;United Kingdom;1.0
5397;no;2020-02-12;Uruguay;0.0
5398;no;2020-02-12;Uzbekistan;0.0
5399;no;2020-02-12;Venezuela;0.0
5400;no;2020-02-12;Vietnam;6.0
5401;no;2020-02-12;West Bank and Gaza;0.0
5402;no;2020-02-12;Western Sahara;0.0
5403;no;2020-02-12;Yemen;0.0
5404;no;2020-02-12;Zambia;0.0
5405;no;2020-02-12;Turkey;0.0
5406;no;2020-02-12;Niger;0.0
5407;no;2020-02-12;South Sudan;0.0
5408;no;2020-02-12;Somalia;0.0
5409;no;2020-02-12;North Macedonia;0.0
5410;no;2020-02-12;Norway;0.0
5411;no;2020-02-12;Oman;0.0
5412;no;2020-02-12;Pakistan;0.0
5413;no;2020-02-12;Panama;0.0
5414;no;2020-02-12;Papua New Guinea;0.0
5415;no;2020-02-12;Paraguay;0.0
5416;no;2020-02-12;Peru;0.0
5417;no;2020-02-12;Philippines;1.0
5418;no;2020-02-12;Poland;0.0
5419;no;2020-02-12;Portugal;0.0
5420;no;2020-02-12;Qatar;0.0
5421;no;2020-02-12;Romania;0.0
5422;no;2020-02-12;South Africa;0.0
5423;no;2020-02-12;Russia;2.0
5424;no;2020-02-12;Saint Kitts and Nevis;0.0
5425;no;2020-02-12;Saint Lucia;0.0
5426;no;2020-02-12;Saint Vincent and the Grenadines;0.0
5427;no;2020-02-12;San Marino;0.0
5428;no;2020-02-12;Sao Tome and Principe;0.0
5429;no;2020-02-12;Saudi Arabia;0.0
5430;no;2020-02-12;Senegal;0.0
5431;no;2020-02-12;Serbia;0.0
5432;no;2020-02-12;Seychelles;0.0
5433;no;2020-02-12;Sierra Leone;0.0
5434;no;2020-02-12;Singapore;15.0
5435;no;2020-02-12;Slovakia;0.0
5436;no;2020-02-12;Slovenia;0.0
5437;no;2020-02-12;Rwanda;0.0
5438;no;2020-02-12;Finland;1.0
5439;no;2020-02-12;Zimbabwe;0.0
5440;no;2020-02-12;Ethiopia;0.0
5441;Isle of Man;2020-02-12;United Kingdom;0.0
5442;Jiangsu;2020-02-12;China;125.0
5443;Jiangxi;2020-02-12;China;152.0
5444;Jilin;2020-02-12;China;22.0
5445;Liaoning;2020-02-12;China;20.0
5446;Macau;2020-02-12;China;2.0
5447;Martinique;2020-02-12;France;0.0
5448;Mayotte;2020-02-12;France;0.0
5449;Montserrat;2020-02-12;United Kingdom;0.0
5450;New Caledonia;2020-02-12;France;0.0
5451;New South Wales;2020-02-12;Australia;2.0
5452;Ningxia;2020-02-12;China;24.0
5453;Northern Territory;2020-02-12;Australia;0.0
5454;Inner Mongolia;2020-02-12;China;6.0
5455;Qinghai;2020-02-12;China;9.0
5456;Reunion;2020-02-12;France;0.0
5457;Saint Barthelemy;2020-02-12;France;0.0
5458;Saint Pierre and Miquelon;2020-02-12;France;0.0
5459;Shaanxi;2020-02-12;China;43.0
5460;Shandong;2020-02-12;China;92.0
5461;Shanghai;2020-02-12;China;57.0
5462;Shanxi;2020-02-12;China;33.0
5463;Sichuan;2020-02-12;China;92.0
5464;Sint Maarten;2020-02-12;Netherlands;0.0
5465;South Australia;2020-02-12;Australia;0.0
5466;St Martin;2020-02-12;France;0.0
5467;Tasmania;2020-02-12;Australia;0.0
5468;Tianjin;2020-02-12;China;11.0
5469;Queensland;2020-02-12;Australia;0.0
5470;Tibet;2020-02-12;China;1.0
5471;Hunan;2020-02-12;China;304.0
5472;Hong Kong;2020-02-12;China;1.0
5473;Anguilla;2020-02-12;United Kingdom;0.0
5474;Anhui;2020-02-12;China;127.0
5475;Aruba;2020-02-12;Netherlands;0.0
5476;Australian Capital Territory;2020-02-12;Australia;0.0
5477;Beijing;2020-02-12;China;56.0
5478;Bermuda;2020-02-12;United Kingdom;0.0
5479;Bonaire, Sint Eustatius and Saba;2020-02-12;Netherlands;0.0
5480;British Virgin Islands;2020-02-12;United Kingdom;0.0
5481;Cayman Islands;2020-02-12;United Kingdom;0.0
5482;Channel Islands;2020-02-12;United Kingdom;0.0
5483;Chongqing;2020-02-12;China;102.0
5484;Curacao;2020-02-12;Netherlands;0.0
5485;Falkland Islands (Malvinas);2020-02-12;United Kingdom;0.0
5486;Hubei;2020-02-12;China;2686.0
5487;Faroe Islands;2020-02-12;Denmark;0.0
5488;French Polynesia;2020-02-12;France;0.0
5489;Fujian;2020-02-12;China;53.0
5490;Gansu;2020-02-12;China;31.0
5491;Gibraltar;2020-02-12;United Kingdom;0.0
5492;Greenland;2020-02-12;Denmark;0.0
5493;Guadeloupe;2020-02-12;France;0.0
5494;Guangdong;2020-02-12;China;275.0
5495;Guangxi;2020-02-12;China;32.0
5496;Guizhou;2020-02-12;China;18.0
5497;Hainan;2020-02-12;China;27.0
5498;Hebei;2020-02-12;China;54.0
5499;Heilongjiang;2020-02-12;China;31.0
5500;Henan;2020-02-12;China;246.0
5501;French Guiana;2020-02-12;France;0.0
5502;Turks and Caicos Islands;2020-02-12;United Kingdom;0.0
5503;no;2020-02-12;Fiji;0.0
5504;Western Australia;2020-02-12;Australia;0.0
5505;no;2020-02-12;Cambodia;1.0
5506;no;2020-02-12;Cameroon;0.0
5507;no;2020-02-12;Canada;1.0
5508;no;2020-02-12;Central African Republic;0.0
5509;no;2020-02-12;Chad;0.0
5510;no;2020-02-12;Chile;0.0
5511;no;2020-02-12;Colombia;0.0
5512;no;2020-02-12;Comoros;0.0
5513;no;2020-02-12;Congo (Brazzaville);0.0
5514;no;2020-02-12;Congo (Kinshasa);0.0
5515;no;2020-02-12;Costa Rica;0.0
5516;no;2020-02-12;Cote d'Ivoire;0.0
5517;no;2020-02-12;Croatia;0.0
5518;no;2020-02-12;Cabo Verde;0.0
5519;no;2020-02-12;Cuba;0.0
5520;no;2020-02-12;Czechia;0.0
5521;no;2020-02-12;Denmark;0.0
5522;no;2020-02-12;Diamond Princess;0.0
5523;no;2020-02-12;Djibouti;0.0
5524;no;2020-02-12;Dominica;0.0
5525;no;2020-02-12;Dominican Republic;0.0
5526;no;2020-02-12;Ecuador;0.0
5527;no;2020-02-12;Egypt;0.0
5528;no;2020-02-12;El Salvador;0.0
5529;no;2020-02-12;Equatorial Guinea;0.0
5530;no;2020-02-12;Eritrea;0.0
5531;no;2020-02-12;Estonia;0.0
5532;no;2020-02-12;Eswatini;0.0
5533;no;2020-02-12;Cyprus;0.0
5534;no;2020-02-12;Burundi;0.0
5535;Victoria;2020-02-12;Australia;0.0
5536;no;2020-02-12;Burkina Faso;0.0
5537;Xinjiang;2020-02-12;China;3.0
5538;Yunnan;2020-02-12;China;26.0
5539;Zhejiang;2020-02-12;China;321.0
5540;no;2020-02-12;Afghanistan;0.0
5541;no;2020-02-12;Albania;0.0
5542;no;2020-02-12;Algeria;0.0
5543;no;2020-02-12;Andorra;0.0
5544;no;2020-02-12;Burma;0.0
5545;no;2020-02-12;Antigua and Barbuda;0.0
5546;no;2020-02-12;Argentina;0.0
5547;no;2020-02-12;Armenia;0.0
5548;no;2020-02-12;Austria;0.0
5549;no;2020-02-12;Azerbaijan;0.0
5550;no;2020-02-12;Bahamas;0.0
5551;no;2020-02-12;Angola;0.0
5552;no;2020-02-12;Bangladesh;0.0
5553;no;2020-02-12;Bahrain;0.0
5554;no;2020-02-12;Bulgaria;0.0
5555;no;2020-02-12;Brunei;0.0
5556;no;2020-02-12;Brazil;0.0
5557;no;2020-02-12;Bosnia and Herzegovina;0.0
5558;no;2020-02-12;Bolivia;0.0
5559;no;2020-02-12;Botswana;0.0
5560;no;2020-02-12;Benin;0.0
5561;no;2020-02-12;Belize;0.0
5562;no;2020-02-12;Belgium;0.0
5563;no;2020-02-12;Belarus;0.0
5564;no;2020-02-12;Barbados;0.0
5565;no;2020-02-12;Bhutan;0.0
5566;no;2020-02-13;MS Zaandam;0.0
5567;no;2020-02-13;Malaysia;3.0
5568;no;2020-02-13;Malawi;0.0
5569;no;2020-02-13;Madagascar;0.0
5570;no;2020-02-13;Luxembourg;0.0
5571;no;2020-02-13;Latvia;0.0
5572;no;2020-02-13;Liechtenstein;0.0
5573;no;2020-02-13;Libya;0.0
5574;no;2020-02-13;Liberia;0.0
5575;no;2020-02-13;Lesotho;0.0
5576;no;2020-02-13;Lebanon;0.0
5577;no;2020-02-13;Lithuania;0.0
5578;no;2020-02-13;Maldives;0.0
5579;no;2020-02-13;New Zealand;0.0
5580;no;2020-02-13;Malta;0.0
5581;no;2020-02-13;Mauritania;0.0
5582;no;2020-02-13;Mauritius;0.0
5583;no;2020-02-13;Mexico;0.0
5584;no;2020-02-13;Moldova;0.0
5585;no;2020-02-13;Monaco;0.0
5586;no;2020-02-13;Mongolia;0.0
5587;no;2020-02-13;Montenegro;0.0
5588;no;2020-02-13;Morocco;0.0
5589;no;2020-02-13;Mozambique;0.0
5590;no;2020-02-13;Namibia;0.0
5591;no;2020-02-13;Nepal;1.0
5592;no;2020-02-13;Netherlands;0.0
5593;no;2020-02-13;Laos;0.0
5594;no;2020-02-13;Mali;0.0
5595;no;2020-02-13;Kyrgyzstan;0.0
5596;no;2020-02-13;Iceland;0.0
5597;no;2020-02-13;Korea, South;7.0
5598;no;2020-02-13;Nicaragua;0.0
5599;no;2020-02-13;Gabon;0.0
5600;no;2020-02-13;Gambia;0.0
5601;no;2020-02-13;Georgia;0.0
5602;no;2020-02-13;Germany;1.0
5603;no;2020-02-13;Ghana;0.0
5604;no;2020-02-13;Greece;0.0
5605;no;2020-02-13;Grenada;0.0
5606;no;2020-02-13;Guatemala;0.0
5607;no;2020-02-13;Guinea;0.0
5608;no;2020-02-13;Guinea-Bissau;0.0
5609;no;2020-02-13;Guyana;0.0
5610;no;2020-02-13;Haiti;0.0
5611;no;2020-02-13;Kuwait;0.0
5612;no;2020-02-13;Holy See;0.0
5613;no;2020-02-13;Hungary;0.0
5614;no;2020-02-13;India;0.0
5615;no;2020-02-13;Indonesia;0.0
5616;no;2020-02-13;Iran;0.0
5617;no;2020-02-13;Iraq;0.0
5618;no;2020-02-13;Ireland;0.0
5619;no;2020-02-13;Israel;0.0
5620;no;2020-02-13;Italy;0.0
5621;no;2020-02-13;Jamaica;0.0
5622;no;2020-02-13;Japan;9.0
5623;no;2020-02-13;Jordan;0.0
5624;no;2020-02-13;Kazakhstan;0.0
5625;no;2020-02-13;Kenya;0.0
5626;no;2020-02-13;Honduras;0.0
5627;no;2020-02-13;Niger;0.0
5628;no;2020-02-13;South Africa;0.0
5629;no;2020-02-13;North Macedonia;0.0
5630;no;2020-02-13;Sudan;0.0
5631;no;2020-02-13;Suriname;0.0
5632;no;2020-02-13;Sweden;0.0
5633;no;2020-02-13;Switzerland;0.0
5634;no;2020-02-13;Syria;0.0
5635;no;2020-02-13;Taiwan*;1.0
5636;no;2020-02-13;Tajikistan;0.0
5637;no;2020-02-13;Tanzania;0.0
5638;no;2020-02-13;Thailand;12.0
5639;no;2020-02-13;Timor-Leste;0.0
5640;no;2020-02-13;Togo;0.0
5641;no;2020-02-13;Trinidad and Tobago;0.0
5642;no;2020-02-13;Tunisia;0.0
5643;no;2020-02-13;Sri Lanka;1.0
5644;no;2020-02-13;Turkey;0.0
5645;no;2020-02-13;Uganda;0.0
5646;no;2020-02-13;Ukraine;0.0
5647;no;2020-02-13;United Arab Emirates;1.0
5648;no;2020-02-13;United Kingdom;1.0
5649;no;2020-02-13;Uruguay;0.0
5650;no;2020-02-13;Uzbekistan;0.0
5651;no;2020-02-13;Venezuela;0.0
5652;no;2020-02-13;Vietnam;7.0
5653;no;2020-02-13;West Bank and Gaza;0.0
5654;no;2020-02-13;Western Sahara;0.0
5655;no;2020-02-13;Yemen;0.0
5656;no;2020-02-13;Zambia;0.0
5657;no;2020-02-13;Zimbabwe;0.0
5658;no;2020-02-13;US;3.0
5659;no;2020-02-13;Nigeria;0.0
5660;no;2020-02-13;Spain;0.0
5661;no;2020-02-13;France;2.0
5662;no;2020-02-13;Norway;0.0
5663;no;2020-02-13;Oman;0.0
5664;no;2020-02-13;Pakistan;0.0
5665;no;2020-02-13;Panama;0.0
5666;no;2020-02-13;Papua New Guinea;0.0
5667;no;2020-02-13;Paraguay;0.0
5668;no;2020-02-13;Peru;0.0
5669;no;2020-02-13;Philippines;1.0
5670;no;2020-02-13;Poland;0.0
5671;no;2020-02-13;Portugal;0.0
5672;no;2020-02-13;Qatar;0.0
5673;no;2020-02-13;Romania;0.0
5674;no;2020-02-13;Russia;2.0
5675;no;2020-02-13;South Sudan;0.0
5676;no;2020-02-13;Rwanda;0.0
5677;no;2020-02-13;Saint Lucia;0.0
5678;no;2020-02-13;Saint Vincent and the Grenadines;0.0
5679;no;2020-02-13;San Marino;0.0
5680;no;2020-02-13;Sao Tome and Principe;0.0
5681;no;2020-02-13;Saudi Arabia;0.0
5682;no;2020-02-13;Senegal;0.0
5683;no;2020-02-13;Serbia;0.0
5684;no;2020-02-13;Seychelles;0.0
5685;no;2020-02-13;Sierra Leone;0.0
5686;no;2020-02-13;Singapore;15.0
5687;no;2020-02-13;Slovakia;0.0
5688;no;2020-02-13;Slovenia;0.0
5689;no;2020-02-13;Somalia;0.0
5690;no;2020-02-13;Saint Kitts and Nevis;0.0
5691;no;2020-02-13;Finland;1.0
5692;no;2020-02-13;Kosovo;0.0
5693;no;2020-02-13;Ethiopia;0.0
5694;Isle of Man;2020-02-13;United Kingdom;0.0
5695;Jiangsu;2020-02-13;China;139.0
5696;Jiangxi;2020-02-13;China;170.0
5697;Jilin;2020-02-13;China;24.0
5698;Liaoning;2020-02-13;China;22.0
5699;Macau;2020-02-13;China;3.0
5700;Martinique;2020-02-13;France;0.0
5701;Mayotte;2020-02-13;France;0.0
5702;Montserrat;2020-02-13;United Kingdom;0.0
5703;New Caledonia;2020-02-13;France;0.0
5704;New South Wales;2020-02-13;Australia;4.0
5705;Ningxia;2020-02-13;China;24.0
5706;Northern Territory;2020-02-13;Australia;0.0
5707;Inner Mongolia;2020-02-13;China;6.0
5708;Qinghai;2020-02-13;China;11.0
5709;Reunion;2020-02-13;France;0.0
5710;Saint Barthelemy;2020-02-13;France;0.0
5711;Saint Pierre and Miquelon;2020-02-13;France;0.0
5712;Shaanxi;2020-02-13;China;46.0
5713;Shandong;2020-02-13;China;105.0
5714;Shanghai;2020-02-13;China;62.0
5715;Shanxi;2020-02-13;China;36.0
5716;Sichuan;2020-02-13;China;104.0
5717;Sint Maarten;2020-02-13;Netherlands;0.0
5718;South Australia;2020-02-13;Australia;0.0
5719;St Martin;2020-02-13;France;0.0
