doubling every 4 days;doubling every 10 days;doubling every 15 days;doubling every 20 days;India;US;Spain;Germany;United Kingdom;Korea, South;Japan;date
6.6946408999907464e+16;85170836.87616356;898519.0233658373;92288.04737134899;;;;;;21010.0;71467.0;197
7.961314590657216e+16;91283842.74587971;941013.6924135706;95542.5783333691;;;;;;21177.0;71918.0;198
9.467651955984536e+16;97835600.21336985;985518.1095584705;98911.88008190414;;;;;;21296.0;72213.0;199
1.125899906842624e+17;104857600.0;1032127.3240738804;102400.0;;;;;;21432.0;72724.0;200
1.3389281799981493e+17;112383593.02524573;1080940.8805051553;106011.1282013571;;;;;;21588.0;73264.0;201
1.5922629181314432e+17;120449752.62893704;1132063.0312696022;109749.6025637164;;;;;;21743.0;73916.0;202
1.8935303911969072e+17;129094848.43675597;1185602.9593111577;113619.91393974736;;;;;;21919.0;74558.0;203
2.251799813685248e+17;138360432.7046597;1241675.0112853178;117626.71155169632;;;;;;22055.0;75206.0;204
2.6778563599962986e+17;148291040.03789306;1300398.9417723485;121774.80857627864;;;;;;22176.0;75646.0;205
3.1845258362628864e+17;158934401.44452086;1361900.1690403428;126069.1879265195;;;;;;22285.0;;206
